timestamp,open,high,low,close,volume
2025-10-29 00:00:00+00:00,688.72,689.7,682.87,687.39,85657100.0
2025-10-30 00:00:00+00:00,683.9,685.94,679.83,679.83,76335800.0
2025-10-31 00:00:00+00:00,685.04,685.08,679.24,682.06,87164122.0
2025-11-03 00:00:00+00:00,685.67,685.8,679.94,683.34,57315025.0
2025-11-04 00:00:00+00:00,676.11,679.96,674.58,675.24,78427000.0
2025-11-05 00:00:00+00:00,674.98,680.86,674.17,677.58,74402400.0
2025-11-06 00:00:00+00:00,676.47,677.38,668.72,670.31,85035300.0
2025-11-07 00:00:00+00:00,667.91,671.08,661.21,670.97,100592443.0
2025-11-10 00:00:00+00:00,677.24,682.18,675.03,681.44,75842900.0
2025-11-11 00:00:00+00:00,679.95,683.57,678.73,683.0,58953400.0
2025-11-12 00:00:00+00:00,684.79,684.96,680.95,683.38,62312500.0
2025-11-13 00:00:00+00:00,680.5,680.86,670.52,672.04,103457800.0
2025-11-14 00:00:00+00:00,665.38,675.66,663.27,671.93,96846700.0
2025-11-17 00:00:00+00:00,669.7,673.71,662.17,665.67,90456105.0
2025-11-18 00:00:00+00:00,662.1,665.12,655.86,660.08,114467500.0
2025-11-19 00:00:00+00:00,660.78,667.34,658.75,662.63,94703000.0
2025-11-20 00:00:00+00:00,672.91,675.56,651.89,652.53,165293521.0
2025-11-21 00:00:00+00:00,655.05,664.55,650.85,659.03,123956203.0
2025-11-24 00:00:00+00:00,662.69,670.06,661.59,668.73,80437940.0
2025-11-25 00:00:00+00:00,668.63,676.21,664.48,675.02,81077100.0
